COUNTY CODE,COUNTY NAME,DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,DFG,SUBGROUP,SUBGROUP_TYPE,PREV_REGISTERED TO TEST_MATH,PREV_NOT TESTED ** (See Below)_MATH,PREV_VALID SCORES_MATH,PREV_MEAN SCALE SCORE_MATH,PREV_L1 PERCENT_MATH,PREV_L2 PERCENT_MATH,PREV_L3 PERCENT_MATH,PREV_L4 PERCENT_MATH,PREV_L5 PERCENT_MATH,GRADE,PREV_REGISTERED TO TEST_LA,PREV_NOT TESTED ** (See Below)_LA,PREV_VALID SCORES_LA,PREV_MEAN SCALE SCORE_LA,PREV_L1 PERCENT_LA,PREV_L2 PERCENT_LA,PREV_L3 PERCENT_LA,PREV_L4 PERCENT_LA,PREV_L5 PERCENT_LA
07,CAMDEN,0190,BARRINGTON BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,79,23,56,743,1.8,21.4,33.9,42.9,0,3,79,23,56,741,8.9,16.1,23.2,51.8,0
07,CAMDEN,0260,BELLMAWR BORO,20.0,BELLMAWR PARK ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,70,733,11.4,27.1,28.6,30,2.9,3,*,*,70,739,10,25.7,21.4,41.4,1.4
07,CAMDEN,0260,BELLMAWR BORO,30.0,ETHEL M BURKE ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,50,731,14,24,38,24,0,3,*,*,49,726,12.2,38.8,30.6,18.4,0
07,CAMDEN,0260,BELLMAWR BORO,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,120,732,12.5,25.8,32.5,27.5,1.7,3,*,*,119,733,10.9,31.1,25.2,31.9,.8
07,CAMDEN,0330,BERLIN BORO,20.0,BERLIN COMMUNITY SCHOOL,DE,TOTAL,ALL STUDENTS,90,13,77,735,11.7,19.5,41.6,23.4,3.9,3,90,13,77,730,14.3,32.5,24.7,27.3,1.3
07,CAMDEN,0330,BERLIN BORO,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,90,13,77,735,11.7,19.5,41.6,23.4,3.9,3,90,13,77,730,14.3,32.5,24.7,27.3,1.3
07,CAMDEN,0340,BERLIN TWP,50.0,JOHN F KENNEDY ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,64,747,4.7,25,21.9,39.1,9.4,3,*,*,64,741,15.6,12.5,25,45.3,1.6
07,CAMDEN,0340,BERLIN TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,64,747,4.7,25,21.9,39.1,9.4,3,*,*,64,741,15.6,12.5,25,45.3,1.6
07,CAMDEN,0580,BROOKLAWN BORO,10.0,ALICE COSTELLO ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,27,743,3.7,14.8,44.4,37,0,3,*,*,27,744,11.1,18.5,29.6,37,3.7
07,CAMDEN,0580,BROOKLAWN BORO,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,27,743,3.7,14.8,44.4,37,0,3,*,*,27,744,11.1,18.5,29.6,37,3.7
07,CAMDEN,0680,CAMDEN CITY,80.0,VETERANS MEMORIAL FAMILY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,62,705,40.3,38.7,17.7,3.2,0,3,*,*,62,694,58.1,27.4,9.7,4.8,0
07,CAMDEN,0680,CAMDEN CITY,100.0,HENRY L. BONSALL FAMILY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,40,700,52.5,25,17.5,5,0,3,*,*,37,693,59.5,29.7,5.4,5.4,0
07,CAMDEN,0680,CAMDEN CITY,145.0,OCTAVIO V. CATTO FAMILY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,42,715,38.1,26.2,23.8,11.9,0,3,*,*,38,704,52.6,26.3,13.2,7.9,0
07,CAMDEN,0680,CAMDEN CITY,165.0,COOPER'S POYNT FAMILY SCHOOL,A,TOTAL,ALL STUDENTS,38,20,18,695,38.9,61.1,0,0,0,3,38,19,19,682,78.9,21.1,0,0,0
07,CAMDEN,0680,CAMDEN CITY,170.0,ALFRED CRAMER COLLEGE PREPARATORY LAB SCHOOL,A,TOTAL,ALL STUDENTS,*,*,64,717,18.8,39.1,31.3,10.9,0,3,*,*,62,710,41.9,25.8,17.7,14.5,0
07,CAMDEN,0680,CAMDEN CITY,175.0,RILETTA TWYNE CREAM FAMILY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,41,703,51.2,22,19.5,7.3,0,3,*,*,43,691,69.8,23.3,4.7,2.3,0
07,CAMDEN,0680,CAMDEN CITY,180.0,DR. HENRY H. DAVIS ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,53,713,30.2,41.5,20.8,7.5,0,3,*,*,51,702,52.9,19.6,17.6,9.8,0
07,CAMDEN,0680,CAMDEN CITY,190.0,THOMAS H. DUDLEY FAMILY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,42,708,38.1,40.5,14.3,7.1,0,3,*,*,39,686,71.8,15.4,12.8,0,0
07,CAMDEN,0680,CAMDEN CITY,205.0,FOREST HILL SCHOOL,A,TOTAL,ALL STUDENTS,*,*,25,702,44,36,20,0,0,3,*,*,25,697,52,32,16,0,0
07,CAMDEN,0680,CAMDEN CITY,210.0,COOPER B. HATCH FAMILY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,25,712,28,28,28,16,0,3,*,*,24,698,50,37.5,8.3,4.2,0
07,CAMDEN,0680,CAMDEN CITY,230.0,FRANCIS X. MCGRAW ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,41,708,29.3,48.8,19.5,2.4,0,3,*,*,42,702,50,19,28.6,2.4,0
07,CAMDEN,0680,CAMDEN CITY,250.0,RAFAEL CORDERO MOLINA ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,55,707,36.4,38.2,21.8,3.6,0,3,*,*,55,705,45.5,30.9,16.4,7.3,0
07,CAMDEN,0680,CAMDEN CITY,300.0,HARRY C. SHARP ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,50,713,30,36,26,8,0,3,*,*,50,707,38,34,22,6,0
07,CAMDEN,0680,CAMDEN CITY,310.0,CHARLES SUMNER ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,33,712,18.2,60.6,15.2,6.1,0,3,*,*,34,692,61.8,26.5,11.8,0,0
07,CAMDEN,0680,CAMDEN CITY,320.0,DR. ULYSSES S. WIGGINS COLLEGE PREPARATORY LAB SCHOOL,A,TOTAL,ALL STUDENTS,*,*,81,713,29.6,35.8,27.2,7.4,0,3,*,*,81,700,54.3,25.9,12.3,7.4,0
07,CAMDEN,0680,CAMDEN CITY,340.0,JOHN GREENLEAF WHITTIER FAMILY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,35,704,37.1,40,20,2.9,0,3,*,*,36,695,55.6,30.6,11.1,2.8,0
07,CAMDEN,0680,CAMDEN CITY,350.0,HENRY B. WILSON FAMILY SCHOOL,A,TOTAL,ALL STUDENTS,72,15,57,700,47.4,40.4,8.8,3.5,0,3,72,11,61,698,55.7,23,13.1,8.2,0
07,CAMDEN,0680,CAMDEN CITY,360.0,YORKSHIP ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,73,11,62,700,48.4,25.8,21,4.8,0,3,73,11,62,694,56.5,30.6,11.3,1.6,0
07,CAMDEN,0680,CAMDEN CITY,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,944,118,826,708,36.2,37,20.6,6.2,0,3,942,121,821,698,54.6,26.4,13.5,5.5,0
07,CAMDEN,0800,CHERRY HILL TWP,58.0,A. RUSSELL KNIGHT ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,50,756,4,2,28,60,6,3,*,*,50,767,0,6,24,60,10
07,CAMDEN,0800,CHERRY HILL TWP,68.0,BRET HARTE ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,66,765,0,7.6,21.2,51.5,19.7,3,*,*,66,766,3,3,30.3,53,10.6
07,CAMDEN,0800,CHERRY HILL TWP,69.0,CLARA BARTON ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,88,754,2.3,11.4,30.7,45.5,10.2,3,*,*,85,748,7.1,20,27.1,37.6,8.2
07,CAMDEN,0800,CHERRY HILL TWP,75.0,HORACE MANN ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,46,754,2.2,15.2,17.4,58.7,6.5,3,*,*,46,744,13,10.9,32.6,41.3,2.2
07,CAMDEN,0800,CHERRY HILL TWP,83.0,JAMES F. COOPER ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,39,754,2.6,12.8,35.9,33.3,15.4,3,*,*,39,753,7.7,20.5,20.5,46.2,5.1
07,CAMDEN,0800,CHERRY HILL TWP,85.0,JAMES JOHNSON ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,60,753,5,13.3,28.3,38.3,15,3,*,*,61,748,18,14.8,18,39.3,9.8
07,CAMDEN,0800,CHERRY HILL TWP,100.0,JOSEPH D. SHARP ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,52,776,0,1.9,17.3,50,30.8,3,*,*,52,777,0,5.8,15.4,59.6,19.2
07,CAMDEN,0800,CHERRY HILL TWP,105.0,JOYCE KILMER ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,90,14,76,746,5.3,17.1,35.5,39.5,2.6,3,90,14,76,742,13.2,11.8,30.3,42.1,2.6
07,CAMDEN,0800,CHERRY HILL TWP,110.0,KINGSTON ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,81,17,64,756,3.1,10.9,21.9,60.9,3.1,3,81,17,64,755,9.4,9.4,18.8,59.4,3.1
07,CAMDEN,0800,CHERRY HILL TWP,113.0,RICHARD STOCKTON ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,77,11,66,772,1.5,7.6,7.6,56.1,27.3,3,*,*,70,775,1.4,11.4,12.9,61.4,12.9
07,CAMDEN,0800,CHERRY HILL TWP,115.0,THOMAS PAINE ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,54,755,3.7,7.4,27.8,46.3,14.8,3,*,*,54,747,11.1,14.8,25.9,44.4,3.7
07,CAMDEN,0800,CHERRY HILL TWP,130.0,WOODCREST ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,68,16,52,763,1.9,5.8,26.9,48.1,17.3,3,68,16,52,768,1.9,13.5,15.4,59.6,9.6
07,CAMDEN,0800,CHERRY HILL TWP,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,812,99,713,758,2.7,9.7,25,48.9,13.7,3,809,94,715,757,7.3,11.9,22.8,49.9,8.1
07,CAMDEN,0880,CLEMENTON BORO,10.0,CLEMENTON ELEMENTARY SCHOOL DISTRICT,B,TOTAL,ALL STUDENTS,*,*,37,746,2.7,21.6,40.5,29.7,5.4,3,*,*,39,741,20.5,15.4,23.1,33.3,7.7
07,CAMDEN,0880,CLEMENTON BORO,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,37,746,2.7,21.6,40.5,29.7,5.4,3,*,*,39,741,20.5,15.4,23.1,33.3,7.7
07,CAMDEN,0940,COLLINGSWOOD BORO,50.0,JAMES A. GARFIELD ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,19,755,0,5.3,47.4,26.3,21.1,3,*,*,19,744,0,42.1,15.8,36.8,5.3
07,CAMDEN,0940,COLLINGSWOOD BORO,60.0,MARK NEWBIE ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,16,759,0,18.8,12.5,62.5,6.3,3,*,*,16,756,0,12.5,43.8,43.8,0
07,CAMDEN,0940,COLLINGSWOOD BORO,70.0,THOMAS SHARP ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,23,744,0,34.8,30.4,26.1,8.7,3,*,*,23,733,17.4,39.1,13,26.1,4.3
07,CAMDEN,0940,COLLINGSWOOD BORO,80.0,WILLIAM P TATEM ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,32,753,0,9.4,34.4,46.9,9.4,3,*,*,32,744,6.3,18.8,34.4,40.6,0
07,CAMDEN,0940,COLLINGSWOOD BORO,90.0,ZANE NORTH ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,19,775,0,5.3,21.1,36.8,36.8,3,*,*,19,797,0,0,5.3,52.6,42.1
07,CAMDEN,0940,COLLINGSWOOD BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,123,14,109,756,0,14.7,30.3,39.4,15.6,3,123,14,109,753,5.5,22.9,22.9,39.4,9.2
07,CAMDEN,1720,GIBBSBORO BORO,20.0,GIBBSBORO ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,26,763,0,7.7,19.2,61.5,11.5,3,*,*,26,752,11.5,11.5,23.1,50,3.8
07,CAMDEN,1720,GIBBSBORO BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,26,763,0,7.7,19.2,61.5,11.5,3,*,*,26,752,11.5,11.5,23.1,50,3.8
07,CAMDEN,1770,GLOUCESTER CITY,160.0,COLD SPRINGS SCHOOL,B,TOTAL,ALL STUDENTS,*,*,128,740,9.4,17.2,36.7,35.2,1.6,3,*,*,128,735,16.4,21.1,24.2,35.9,2.3
07,CAMDEN,1770,GLOUCESTER CITY,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,128,740,9.4,17.2,36.7,35.2,1.6,3,*,*,128,735,16.4,21.1,24.2,35.9,2.3
07,CAMDEN,1780,GLOUCESTER TWP,20.0,BLACKWOOD ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,95,731,15.8,23.2,34.7,25.3,1.1,3,*,*,95,733,20,15.8,33.7,29.5,1.1
07,CAMDEN,1780,GLOUCESTER TWP,40.0,CHEWS ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,115,735,7,31.3,35.7,25.2,.9,3,*,*,115,732,17.4,20.9,29.6,32.2,0
07,CAMDEN,1780,GLOUCESTER TWP,50.0,ERIAL ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,106,740,7.5,24.5,31.1,33,3.8,3,*,*,106,742,16,16,24.5,39.6,3.8
07,CAMDEN,1780,GLOUCESTER TWP,60.0,GLENDORA ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,43,735,7,25.6,44.2,18.6,4.7,3,*,*,42,741,14.3,21.4,23.8,38.1,2.4
07,CAMDEN,1780,GLOUCESTER TWP,70.0,GLOUCESTER TOWNSHIP ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,43,741,4.7,27.9,23.3,41.9,2.3,3,*,*,43,740,14,11.6,39.5,34.9,0
07,CAMDEN,1780,GLOUCESTER TWP,85.0,JAMES W. LILLEY JR. ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,70,747,5.7,18.6,30,38.6,7.1,3,*,*,70,745,10,11.4,35.7,42.9,0
07,CAMDEN,1780,GLOUCESTER TWP,90.0,LORING-FLEMMING ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,117,741,6.8,23.9,30.8,32.5,6,3,*,*,117,736,19.7,17.1,27.4,34.2,1.7
07,CAMDEN,1780,GLOUCESTER TWP,180.0,UNION VALLEY ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,68,749,1.5,13.2,39.7,41.2,4.4,3,*,*,68,746,10.3,11.8,27.9,48.5,1.5
07,CAMDEN,1780,GLOUCESTER TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,701,44,657,739,7.5,23.9,33.5,31.5,3.7,3,702,46,656,739,16,16.2,29.7,36.7,1.4
07,CAMDEN,1802,MASTERY SCHOOLS OF CAMDEN,112.0,MASTERY SCHOOLS OF CAMDEN,ND,TOTAL,ALL STUDENTS,*,*,75,700,53.3,32,13.3,1.3,0,3,*,*,72,704,50,27.8,15.3,6.9,0
07,CAMDEN,1802,MASTERY SCHOOLS OF CAMDEN,,DISTRICT WIDE,ND,TOTAL,ALL STUDENTS,*,*,75,700,53.3,32,13.3,1.3,0,3,*,*,72,704,50,27.8,15.3,6.9,0
07,CAMDEN,1880,HADDON HEIGHTS BORO,60.0,GLENVIEW AVE,GH,TOTAL,ALL STUDENTS,*,*,32,761,0,6.3,25,56.3,12.5,3,*,*,32,756,0,18.8,25,46.9,9.4
07,CAMDEN,1880,HADDON HEIGHTS BORO,80.0,ATLANTIC AVE,GH,TOTAL,ALL STUDENTS,*,*,20,775,0,0,0,80,20,3,*,*,20,774,0,0,15,80,5
07,CAMDEN,1880,HADDON HEIGHTS BORO,90.0,SEVENTH AVE,GH,TOTAL,ALL STUDENTS,*,*,17,747,0,11.8,47.1,35.3,5.9,3,*,*,17,764,0,5.9,35.3,47.1,11.8
07,CAMDEN,1880,HADDON HEIGHTS BORO,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,69,762,0,5.8,23.2,58,13,3,*,*,69,763,0,10.1,24.6,56.5,8.7
07,CAMDEN,1890,HADDON TWP,60.0,THOMAS A. EDISON ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,12,739,0,41.7,25,33.3,0,3,*,*,12,727,16.7,25,41.7,16.7,0
07,CAMDEN,1890,HADDON TWP,70.0,CLYDE S. JENNINGS ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,15,747,6.7,6.7,26.7,53.3,6.7,3,*,*,15,752,13.3,6.7,26.7,46.7,6.7
07,CAMDEN,1890,HADDON TWP,80.0,STOY ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,18,763,0,11.1,11.1,61.1,16.7,3,*,*,18,770,0,5.6,33.3,44.4,16.7
07,CAMDEN,1890,HADDON TWP,90.0,STRAWBRIDGE ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,24,746,4.2,20.8,20.8,54.2,0,3,*,*,24,746,8.3,20.8,25,45.8,0
07,CAMDEN,1890,HADDON TWP,100.0,VAN SCIVER ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,53,743,5.7,17,39.6,35.8,1.9,3,*,*,53,734,15.1,26.4,30.2,26.4,1.9
07,CAMDEN,1890,HADDON TWP,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,146,24,122,747,4.1,18,28.7,45.1,4.1,3,146,24,122,743,11.5,19.7,30.3,34.4,4.1
07,CAMDEN,1900,HADDONFIELD BORO,60.0,CENTRAL SCHOOL,J,TOTAL,ALL STUDENTS,*,*,65,767,3.1,6.2,13.8,53.8,23.1,3,*,*,68,770,5.9,1.5,23.5,57.4,11.8
07,CAMDEN,1900,HADDONFIELD BORO,80.0,ELIZABETH HADDON SCHOOL,J,TOTAL,ALL STUDENTS,*,*,41,766,0,2.4,24.4,63.4,9.8,3,*,*,41,769,0,12.2,17.1,63.4,7.3
07,CAMDEN,1900,HADDONFIELD BORO,90.0,J. FITHIAN TATEM SCHOOL,J,TOTAL,ALL STUDENTS,*,*,73,761,1.4,5.5,21.9,61.6,9.6,3,*,*,73,760,5.5,8.2,21.9,58.9,5.5
07,CAMDEN,1900,HADDONFIELD BORO,,DISTRICT WIDE,J,TOTAL,ALL STUDENTS,196,17,179,764,1.7,5,19.6,59.2,14.5,3,197,15,182,766,4.4,6.6,21.4,59.3,8.2
07,CAMDEN,2540,LAUREL SPRINGS BORO,50.0,LAUREL SPRINGS SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,32,742,15.6,12.5,21.9,43.8,6.3,3,*,*,32,743,21.9,15.6,21.9,34.4,6.3
07,CAMDEN,2540,LAUREL SPRINGS BORO,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,32,742,15.6,12.5,21.9,43.8,6.3,3,*,*,32,743,21.9,15.6,21.9,34.4,6.3
07,CAMDEN,2560,LAWNSIDE BORO,60.0,LAWNSIDE SCHOOL DISTRICT,B,TOTAL,ALL STUDENTS,*,*,28,732,10.7,35.7,32.1,17.9,3.6,3,*,*,28,737,21.4,17.9,25,32.1,3.6
07,CAMDEN,2560,LAWNSIDE BORO,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,28,732,10.7,35.7,32.1,17.9,3.6,3,*,*,28,737,21.4,17.9,25,32.1,3.6
07,CAMDEN,2670,LINDENWOLD BORO,40.0,LINDENWOLD SCHOOL FOUR,B,TOTAL,ALL STUDENTS,*,*,119,721,21,37,27.7,14.3,0,3,*,*,115,718,32.2,27.8,19.1,20,.9
07,CAMDEN,2670,LINDENWOLD BORO,50.0,LINDENWOLD SCHOOL FIVE,B,TOTAL,ALL STUDENTS,*,*,84,733,13.1,25,33.3,26.2,2.4,3,*,*,82,726,26.8,18.3,28,25.6,1.2
07,CAMDEN,2670,LINDENWOLD BORO,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,203,726,17.7,32,30,19.2,1,3,*,*,197,721,29.9,23.9,22.8,22.3,1
07,CAMDEN,2890,MAGNOLIA BORO,50.0,MAGNOLIA,CD,TOTAL,ALL STUDENTS,*,*,42,740,2.4,31,31,33.3,2.4,3,*,*,42,734,16.7,14.3,42.9,23.8,2.4
07,CAMDEN,2890,MAGNOLIA BORO,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,42,740,2.4,31,31,33.3,2.4,3,*,*,42,734,16.7,14.3,42.9,23.8,2.4
07,CAMDEN,3110,MERCHANTVILLE BORO,60.0,MERCHANTVILLE ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,36,739,13.9,13.9,25,47.2,0,3,*,*,36,736,22.2,11.1,25,38.9,2.8
07,CAMDEN,3110,MERCHANTVILLE BORO,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,36,739,13.9,13.9,25,47.2,0,3,*,*,36,736,22.2,11.1,25,38.9,2.8
07,CAMDEN,3420,MOUNT EPHRAIM BORO,30.0,MARY BRAY ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,32,748,6.3,15.6,25,46.9,6.3,3,*,*,32,753,6.3,18.8,21.9,50,3.1
07,CAMDEN,3420,MOUNT EPHRAIM BORO,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,32,748,6.3,15.6,25,46.9,6.3,3,*,*,32,753,6.3,18.8,21.9,50,3.1
07,CAMDEN,3770,OAKLYN BORO,50.0,OAKLYN PUBLIC SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,49,728,12.2,28.6,40.8,18.4,0,3,*,*,49,734,14.3,26.5,18.4,40.8,0
07,CAMDEN,3770,OAKLYN BORO,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,49,728,12.2,28.6,40.8,18.4,0,3,*,*,49,734,14.3,26.5,18.4,40.8,0
07,CAMDEN,4060,PENNSAUKEN TWP,100.0,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,75,726,18.7,34.7,24,20,2.7,3,*,*,75,719,34.7,26.7,18.7,18.7,1.3
07,CAMDEN,4060,PENNSAUKEN TWP,104.0,A E BURLING ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,29,723,20.7,31,27.6,13.8,6.9,3,*,*,29,721,24.1,20.7,37.9,17.2,0
07,CAMDEN,4060,PENNSAUKEN TWP,120.0,DELAIR ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,76,727,11.8,34.2,34.2,19.7,0,3,*,*,76,721,28.9,28.9,21.1,21.1,0
07,CAMDEN,4060,PENNSAUKEN TWP,130.0,GH CARSON ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,63,721,33.3,22.2,23.8,15.9,4.8,3,*,*,60,718,36.7,25,13.3,21.7,3.3
07,CAMDEN,4060,PENNSAUKEN TWP,140.0,GEORGE B. FINE ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,54,727,20.4,22.2,37,18.5,1.9,3,*,*,53,721,28.3,26.4,26.4,18.9,0
07,CAMDEN,4060,PENNSAUKEN TWP,160.0,LONGFELLOW ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,43,740,4.7,16.3,48.8,27.9,2.3,3,*,*,44,727,20.5,31.8,22.7,25,0
07,CAMDEN,4060,PENNSAUKEN TWP,180.0,ROOSEVELT ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,38,757,0,0,44.7,50,5.3,3,*,*,38,747,2.6,21.1,34.2,36.8,5.3
07,CAMDEN,4060,PENNSAUKEN TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,390,12,378,730,16.7,24.9,33.1,22.5,2.9,3,390,15,375,723,27.2,26.4,22.9,22.1,1.3
07,CAMDEN,4110,PINE HILL BORO,60.0,DR. ALBERT M. BEAN SCHOOL,B,TOTAL,ALL STUDENTS,*,*,53,732,15.1,22.6,30.2,30.2,1.9,3,*,*,53,730,17,22.6,32.1,28.3,0
07,CAMDEN,4110,PINE HILL BORO,70.0,JOHN H. GLENN SCHOOL,B,TOTAL,ALL STUDENTS,*,*,69,737,8.7,15.9,53.6,18.8,2.9,3,*,*,70,736,17.1,22.9,22.9,35.7,1.4
07,CAMDEN,4110,PINE HILL BORO,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,122,735,11.5,18.9,43.4,23.8,2.5,3,*,*,123,733,17.1,22.8,26.8,32.5,.8
07,CAMDEN,4590,RUNNEMEDE BORO,20.0,ALINE BINGHAM ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,37,739,5.4,29.7,27,37.8,0,3,*,*,37,729,24.3,18.9,27,29.7,0
07,CAMDEN,4590,RUNNEMEDE BORO,30.0,GRADE DOWNING ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,33,739,15.2,18.2,21.2,42.4,3,3,*,*,33,737,9.1,24.2,36.4,27.3,3
07,CAMDEN,4590,RUNNEMEDE BORO,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,70,739,10,24.3,24.3,40,1.4,3,*,*,70,733,17.1,21.4,31.4,28.6,1.4
07,CAMDEN,4790,SOMERDALE BORO,20.0,SOMERDALE SCHOOL DISTRICT,CD,TOTAL,ALL STUDENTS,*,*,39,735,7.7,28.2,33.3,28.2,2.6,3,*,*,39,759,2.6,12.8,23.1,59,2.6
07,CAMDEN,4790,SOMERDALE BORO,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,39,735,7.7,28.2,33.3,28.2,2.6,3,*,*,39,759,2.6,12.8,23.1,59,2.6
07,CAMDEN,5080,STRATFORD BORO,45.0,PARKIVEW ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,81,739,14.8,11.1,30.9,39.5,3.7,3,*,*,80,742,16.3,20,18.8,38.8,6.3
07,CAMDEN,5080,STRATFORD BORO,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,82,738,15.9,11,30.5,39,3.7,3,*,*,81,742,17.3,19.8,18.5,38.3,6.2
07,CAMDEN,5400,VOORHEES TWP,20.0,EDWARD T. HAMILTON,I,TOTAL,ALL STUDENTS,*,*,68,760,1.5,11.8,25,45.6,16.2,3,*,*,68,780,0,5.9,14.7,55.9,23.5
07,CAMDEN,5400,VOORHEES TWP,55.0,KRESSON SCHOOL,I,TOTAL,ALL STUDENTS,*,*,53,758,5.7,13.2,18.9,47.2,15.1,3,*,*,55,760,12.7,9.1,16.4,50.9,10.9
